CustomerID,SignupDate,CustomerArchetype,FirstName,LastName,Email,Phone,Country,State,City,Address
CUST-02359,2023-05-31,Gift Buyers,Sophia,Forster,sophia.forster.02359@ch.kupferkanne.test,052 056 60 28,CH,Vaud,Lausanne,"Hirtstrasse 90, Lausanne"
CUST-02360,2023-05-30,Premium Enthusiasts,Marlène,Peter,marlene.peter.02360@ch.kupferkanne.test,+41 91 286 82 36,CH,Vaud,Montreux,"Zürcherstrasse 18, Montreux"
CUST-02361,2023-05-30,Gift Buyers,Lino,Felder,lino.felder.02361@at.kupferkanne.test,+43 656718468986,AT,Upper Austria,Linz,"Daniel-Scheiber-Weg 388, Linz"
CUST-02362,2023-05-18,One-Time Buyers,Emilie,Neumann,emilie.neumann.02362@at.kupferkanne.test,+43 720044969624,AT,Salzburg,Salzburg,"Lechnerweg 8/1, Salzburg"
CUST-02363,2023-05-06,Coffee Regulars,Nela,Rysz,nela.rysz.02363@pl.kupferkanne.test,+48 22 744 19 59,PL,Lesser Poland,Krakow,"Powstańców 58/06, Krakow"
CUST-02364,2023-05-30,Coffee Regulars,Friedhilde,Haase,friedhilde.haase.02364@de.kupferkanne.test,08183 599210,DE,Berlin,Berlin,"Doreen-Gierschner-Platz 0, Berlin"
CUST-02365,2023-05-13,Coffee Regulars,Gerda,Steffensen,gerda.steffensen.02365@dk.kupferkanne.test,76 04 11 20,DK,Capital Region,Copenhagen,"Siamgade 2, Copenhagen"
CUST-02366,2023-05-31,Gift Buyers,Pascale,Dobes,pascale.dobes.02366@de.kupferkanne.test,00795 29200,DE,Bavaria,Augsburg,"Aenne-Hövel-Straße 94-14, Augsburg"
CUST-02367,2023-05-31,Gift Buyers,Antonietta,Etzold,antonietta.etzold.02367@de.kupferkanne.test,+49(0)1362825126,DE,North Rhine-Westphalia,Cologne,"Jüttnerweg 8-5, Cologne"
CUST-02368,2023-05-20,Power Buyers,Dorothe,Steuer,dorothe.steuer.02368@de.kupferkanne.test,(05821) 876427,DE,North Rhine-Westphalia,Dortmund,"Martingasse 5886, Dortmund"
CUST-02369,2023-05-20,Coffee Regulars,Bernhard,Windhager,bernhard.windhager.02369@at.kupferkanne.test,+43 759067880290,AT,Salzburg,Salzburg,"Paulplatz 2, Salzburg"
CUST-02370,2023-05-04,Premium Enthusiasts,Benjamin,Thys,benjamin.thys.02370@be.kupferkanne.test,(536)287-2804x7984,BE,Flanders,Antwerp,"Vigneron Springs 209, Antwerp"
CUST-02371,2023-05-08,Gift Buyers,Steffi,Trommler,steffi.trommler.02371@de.kupferkanne.test,+49(0)7584922345,DE,Bavaria,Augsburg,"Neuschäferstraße 51, Augsburg"
CUST-02372,2023-05-03,Occasional Explorers,Winnie,Klausen,winnie.klausen.02372@dk.kupferkanne.test,+45 7442 7050,DK,Central Denmark,Aarhus,"Dalmosevej 1, Aarhus"
CUST-02373,2023-05-14,Churned Loyals,Annelene,Rädel,annelene.radel.02373@de.kupferkanne.test,03393 016234,DE,Bavaria,Nuremberg,"Mark-Seidel-Allee 3, Nuremberg"
CUST-02374,2023-05-25,Power Buyers,Emmi,Junck,emmi.junck.02374@de.kupferkanne.test,+49(0)6617771073,DE,Bavaria,Nuremberg,"Isolde-Spieß-Straße 4082, Nuremberg"
CUST-02375,2023-05-24,One-Time Buyers,Azra,Stocker,azra.stocker.02375@ch.kupferkanne.test,+41 22 255 05 04,CH,Bern,Bern,"Freystrasse 10, Bern"
CUST-02376,2023-05-30,Occasional Explorers,Karolina,Erber,karolina.erber.02376@at.kupferkanne.test,07303 88861 799,AT,Salzburg,Salzburg,"Felicitas-Hochreiter-Weg 0/5, Salzburg"
CUST-02377,2023-05-18,One-Time Buyers,Hermann,auch Schlauchin,hermann.auch.schlauchin.02377@de.kupferkanne.test,04023 139910,DE,Bavaria,Augsburg,"Britta-Krause-Allee 624, Augsburg"
CUST-02378,2023-05-30,One-Time Buyers,Diether,Weinhold,diether.weinhold.02378@de.kupferkanne.test,(02886) 09315,DE,North Rhine-Westphalia,Dortmund,"Zahnweg 67-44, Dortmund"
CUST-02379,2023-05-25,Gift Buyers,Nadin,Bolnbach,nadin.bolnbach.02379@de.kupferkanne.test,+49(0) 644207660,DE,Berlin,Berlin,"Rognerstraße 35-19, Berlin"
CUST-02380,2023-05-12,One-Time Buyers,Emma,Schubert,emma.schubert.02380@at.kupferkanne.test,+43 1 24726 756,AT,Upper Austria,Wels,"Wildplatz 5/2, Wels"
CUST-02381,2023-05-23,Coffee Regulars,Frank,Ross,frank.ross.02381@uk.kupferkanne.test,0131 4960635,UK,England,Manchester,"Godfrey Mission 7, Manchester"
CUST-02382,2023-05-25,Occasional Explorers,Phillip,List,phillip.list.02382@at.kupferkanne.test,02650 23856 197,AT,Salzburg,Salzburg,"Danglplatz 8, Salzburg"
CUST-02383,2023-05-29,Occasional Explorers,Jonathan,Leroy,jonathan.leroy.02383@be.kupferkanne.test,8722350004,BE,Brussels-Capital,Brussels,"Madeleine Ridge 189, Brussels"
CUST-02384,2023-05-06,Premium Enthusiasts,Katerina,Geisler,katerina.geisler.02384@de.kupferkanne.test,+49(0)2891 38548,DE,North Rhine-Westphalia,Cologne,"Sieglinde-Kraushaar-Allee 42, Cologne"
CUST-02385,2023-05-14,Gift Buyers,Hellmuth,Wagner,hellmuth.wagner.02385@de.kupferkanne.test,09621 985792,DE,Berlin,Berlin,"Andrzej-Bähr-Straße 0, Berlin"
CUST-02386,2023-05-24,Occasional Explorers,Hans-Gerd,Köster,hans.gerd.koster.02386@de.kupferkanne.test,(06268) 94738,DE,Bavaria,Munich,"Ekrem-Jockel-Ring 55, Munich"
CUST-02387,2023-05-22,Occasional Explorers,Clara,Mandl,clara.mandl.02387@at.kupferkanne.test,07657/52462481,AT,Upper Austria,Wels,"Jasper-Brandner-Platz 901, Wels"
CUST-02388,2023-05-19,Occasional Explorers,Kazim,Köhler,kazim.kohler.02388@de.kupferkanne.test,+49(0)9607287778,DE,Bavaria,Augsburg,"Bruno-Jäkel-Platz 0, Augsburg"
CUST-02389,2023-05-19,Coffee Regulars,Friedhilde,Hellwig,friedhilde.hellwig.02389@de.kupferkanne.test,(09550) 27048,DE,Berlin,Berlin,"Sören-Schleich-Platz 1/7, Berlin"
CUST-02390,2023-05-17,Gift Buyers,Elyas,Steinkellner,elyas.steinkellner.02390@at.kupferkanne.test,05255/32598944,AT,Salzburg,Salzburg,"Postlgasse 476, Salzburg"
CUST-02391,2023-05-08,Power Buyers,Nuran,Köster,nuran.koster.02391@de.kupferkanne.test,+49(0)6777 636209,DE,North Rhine-Westphalia,Dortmund,"Mechthilde-Krebs-Gasse 62-15, Dortmund"
CUST-02392,2023-05-08,Occasional Explorers,Klemens,Jacobi Jäckel,klemens.jacobi.jackel.02392@de.kupferkanne.test,0060339148,DE,Berlin,Berlin,"Lothar-Stroh-Gasse 96-77, Berlin"
CUST-02393,2023-05-18,Coffee Regulars,Evi,Ruppersberger,evi.ruppersberger.02393@de.kupferkanne.test,04193 24877,DE,North Rhine-Westphalia,Dusseldorf,"Valentina-Weinhold-Weg 41, Dusseldorf"
CUST-02394,2023-05-25,One-Time Buyers,Andreas,Hagström,andreas.hagstrom.02394@se.kupferkanne.test,08-953 82 13,SE,Skane,Lund,"Kyrkovägen 30, Lund"
CUST-02395,2023-05-07,Occasional Explorers,Cameron,Marshall,cameron.marshall.02395@uk.kupferkanne.test,(0306) 999 0691,UK,Wales,Swansea,"Daniel Village 6, Swansea"
CUST-02396,2023-05-06,Gift Buyers,Gönül,Weihmann,gonul.weihmann.02396@de.kupferkanne.test,+49(0)1509 045640,DE,Berlin,Berlin,"Stadelmannweg 959, Berlin"
CUST-02397,2023-05-22,Churned Loyals,Clara,Keplinger,clara.keplinger.02397@at.kupferkanne.test,04346 91292 516,AT,Upper Austria,Wels,"Schartnergasse 5, Wels"
CUST-02398,2023-05-27,Occasional Explorers,Adam,Pielach,adam.pielach.02398@pl.kupferkanne.test,571 304 906,PL,Masovian,Radom,"Jastrzębia 59/51, Radom"
CUST-02399,2023-05-16,Coffee Regulars,Christin,Stolze,christin.stolze.02399@de.kupferkanne.test,+49(0) 960125030,DE,Bavaria,Augsburg,"Juliana-Zänker-Gasse 938, Augsburg"
CUST-02400,2023-05-21,Occasional Explorers,Lionel,Haid,lionel.haid.02400@at.kupferkanne.test,+43 7404 19310 601,AT,Upper Austria,Linz,"Salchergasse 6, Linz"
CUST-02401,2023-05-25,One-Time Buyers,Lorenzo,Matthews,lorenzo.matthews.02401@nl.kupferkanne.test,(067)-6964655,NL,North Holland,Amsterdam,"Amiralaan 030, Amsterdam"
CUST-02402,2023-05-27,Churned Loyals,Pietro,Matthäi,pietro.matthai.02402@de.kupferkanne.test,05476 395992,DE,North Rhine-Westphalia,Dortmund,"Herrmann-Bärer-Straße 89/92, Dortmund"
CUST-02403,2023-05-15,Coffee Regulars,Nadine,Pergande,nadine.pergande.02403@de.kupferkanne.test,0073958090,DE,Berlin,Berlin,"Schlosserstraße 4991, Berlin"
CUST-02404,2023-05-05,Coffee Regulars,Mariola,Junitz,mariola.junitz.02404@de.kupferkanne.test,+49(0)3313 44400,DE,North Rhine-Westphalia,Dortmund,"Iwan-Höfig-Straße 10/61, Dortmund"
CUST-02405,2023-05-19,Occasional Explorers,Sandro,Schenk,sandro.schenk.02405@de.kupferkanne.test,0013232729,DE,North Rhine-Westphalia,Dusseldorf,"Louis-Rosenow-Straße 5, Dusseldorf"
CUST-02406,2023-05-27,Occasional Explorers,Andrew,Yates,andrew.yates.02406@uk.kupferkanne.test,0116 4960233,UK,Scotland,Glasgow,"Marion Ridge 7, Glasgow"
CUST-02407,2023-05-14,Power Buyers,Henry,Lammer,henry.lammer.02407@at.kupferkanne.test,+43 (0) 4749 64401379,AT,Salzburg,Salzburg,"Auingerstr. 736, Salzburg"
CUST-02408,2023-05-19,Coffee Regulars,Josefa,Schlosser,josefa.schlosser.02408@de.kupferkanne.test,(08302) 69400,DE,North Rhine-Westphalia,Dortmund,"Tina-Liebelt-Ring 20/34, Dortmund"
CUST-02409,2023-05-04,Gift Buyers,Krzysztof,Seweryniak,krzysztof.seweryniak.02409@pl.kupferkanne.test,533 453 043,PL,Lesser Poland,Tarnow,"Jodłowa 524, Tarnow"
CUST-02410,2023-05-10,Premium Enthusiasts,Evelyne,Gude,evelyne.gude.02410@de.kupferkanne.test,+49(0)0541 80827,DE,Bavaria,Augsburg,"Alfred-Nohlmans-Ring 82/84, Augsburg"
CUST-02411,2023-05-13,Occasional Explorers,Virginia,Spörri,virginia.sporri.02411@ch.kupferkanne.test,021 858 34 11,CH,Zurich,Zurich,"Roosstrasse 7, Zurich"
CUST-02412,2023-05-06,Power Buyers,Aleksandra,Rauter,aleksandra.rauter.02412@at.kupferkanne.test,05684/44636120,AT,Vienna,Vienna,"Natalie-Schauer-Ring 116, Vienna"
CUST-02413,2023-05-08,Coffee Regulars,Dominique,Gosset,dominique.gosset.02413@be.kupferkanne.test,316.383.2748x76710,BE,Flanders,Ghent,"Chloé Knolls 20839, Ghent"
CUST-02414,2023-05-01,Churned Loyals,Liliane,Vincent,liliane.vincent.02414@be.kupferkanne.test,(552)749-2567x1096,BE,Flanders,Antwerp,"Jean-Marie Creek 20851, Antwerp"
CUST-02415,2023-05-24,One-Time Buyers,Catrin,Rohleder,catrin.rohleder.02415@de.kupferkanne.test,08105804802,DE,Berlin,Berlin,"Wesackgasse 963, Berlin"
CUST-02416,2023-05-06,Power Buyers,Katharina,Gertz,katharina.gertz.02416@de.kupferkanne.test,+49 (0) 3268 836178,DE,North Rhine-Westphalia,Cologne,"Blümelstraße 45, Cologne"
CUST-02417,2023-05-30,Coffee Regulars,Lioba,Beckmann,lioba.beckmann.02417@de.kupferkanne.test,+49(0)9353325213,DE,North Rhine-Westphalia,Cologne,"Schollstr. 470, Cologne"
CUST-02418,2023-05-02,Occasional Explorers,Tilmann,Schmiedt,tilmann.schmiedt.02418@de.kupferkanne.test,+49(0)7781313551,DE,Bavaria,Munich,"Istvan-Christoph-Straße 9/4, Munich"
CUST-02419,2023-05-05,One-Time Buyers,Anouk,die Witte,anouk.die.witte.02419@nl.kupferkanne.test,057 5485305,NL,North Holland,Haarlem,"Stansteeg 472, Haarlem"
CUST-02420,2023-05-17,Coffee Regulars,Hans-Peter,Beer,hans.peter.beer.02420@de.kupferkanne.test,+49(0)3759 160779,DE,North Rhine-Westphalia,Dusseldorf,"Sölzerweg 4-1, Dusseldorf"
CUST-02421,2023-05-24,Gift Buyers,Egon,Margraf,egon.margraf.02421@de.kupferkanne.test,+49(0) 261542346,DE,Bavaria,Munich,"Schaafstr. 7/9, Munich"
CUST-02422,2023-05-13,Premium Enthusiasts,Gustav,Knoll,gustav.knoll.02422@at.kupferkanne.test,+43 (0) 732 67645953,AT,Salzburg,Salzburg,"Schönbergerstr. 2, Salzburg"
CUST-02423,2023-05-19,Power Buyers,Hanne-Lore,Losekann,hanne.lore.losekann.02423@de.kupferkanne.test,+49(0) 862617682,DE,North Rhine-Westphalia,Dusseldorf,"Gorlitzweg 18, Dusseldorf"
CUST-02424,2023-05-23,Occasional Explorers,Sylke,Fliegner,sylke.fliegner.02424@de.kupferkanne.test,+49 (0) 6001 930314,DE,Berlin,Berlin,"Neureutherweg 2, Berlin"
CUST-02425,2023-05-05,Power Buyers,Jennifer,Rüegg,jennifer.ruegg.02425@ch.kupferkanne.test,031 848 12 54,CH,Vaud,Lausanne,"Stettlerstrasse 91, Lausanne"
CUST-02426,2023-05-27,Occasional Explorers,Maximilian,Seiler,maximilian.seiler.02426@ch.kupferkanne.test,032 567 66 20,CH,Bern,Biel/Bienne,"Lustenbergerstrasse 64, Biel/Bienne"
CUST-02427,2023-05-29,Occasional Explorers,Rene,Weller,rene.weller.02427@de.kupferkanne.test,+49(0)4928 89826,DE,Bavaria,Nuremberg,"Finkering 8-3, Nuremberg"
CUST-02428,2023-05-04,Occasional Explorers,Günter,Scheuermann,gunter.scheuermann.02428@de.kupferkanne.test,07068 847269,DE,Berlin,Berlin,"Fröhlichstraße 274, Berlin"
CUST-02429,2023-05-05,Coffee Regulars,Charlotte,Delforge,charlotte.delforge.02429@be.kupferkanne.test,(893)902-8588x89173,BE,Brussels-Capital,Brussels,"Vanderlinden Freeway 987, Brussels"
CUST-02430,2023-05-23,Occasional Explorers,Nils,Fehr,nils.fehr.02430@ch.kupferkanne.test,034 322 29 60,CH,Zurich,Winterthur,"Bachmannstrasse 96, Winterthur"
CUST-02431,2023-05-30,Gift Buyers,Antonina,Mangold,antonina.mangold.02431@de.kupferkanne.test,03322 158227,DE,Berlin,Berlin,"Röhrdanzweg 71/65, Berlin"
CUST-02432,2023-05-22,Occasional Explorers,Miriam,Holzknecht,miriam.holzknecht.02432@at.kupferkanne.test,+43 (0) 5215 04744007,AT,Vienna,Vienna,"Catharina-Walser-Gasse 5, Vienna"
CUST-02433,2023-05-09,Coffee Regulars,Trudi,Hermann,trudi.hermann.02433@de.kupferkanne.test,+49(0)3065 59527,DE,North Rhine-Westphalia,Dortmund,"Scheuermannstraße 9-3, Dortmund"
CUST-02434,2023-05-30,Occasional Explorers,Heini,Gunpf,heini.gunpf.02434@de.kupferkanne.test,+49(0)6778 141804,DE,Bavaria,Augsburg,"Lachmannring 699, Augsburg"
CUST-02435,2023-05-24,Coffee Regulars,Siro,Schaller,siro.schaller.02435@ch.kupferkanne.test,+41 34 875 92 56,CH,Bern,Biel/Bienne,"Eichenbergerstrasse 676, Biel/Bienne"
CUST-02436,2023-05-04,Occasional Explorers,Quinty,van de Elzas,quinty.van.de.elzas.02436@nl.kupferkanne.test,+31611 569973,NL,North Brabant,Eindhoven,"Berendring 12, Eindhoven"
CUST-02437,2023-05-10,Coffee Regulars,Eggert,Boucsein,eggert.boucsein.02437@de.kupferkanne.test,(06294) 86567,DE,North Rhine-Westphalia,Cologne,"Edward-Trubin-Weg 96/26, Cologne"
CUST-02438,2023-05-12,Gift Buyers,Floortje,van Munster,floortje.van.munster.02438@nl.kupferkanne.test,033-3311776,NL,North Brabant,Breda,"Azralaan 02, Breda"
CUST-02439,2023-05-10,Occasional Explorers,Lisa,Geisel,lisa.geisel.02439@de.kupferkanne.test,+49(0)5477 656862,DE,Bavaria,Nuremberg,"Zofia-Kranz-Platz 57/53, Nuremberg"
CUST-02440,2023-05-25,Coffee Regulars,Loïs,Vrancken,lois.vrancken.02440@nl.kupferkanne.test,062-7919713,NL,North Brabant,Breda,"Kyanobaan 39, Breda"
CUST-02441,2023-05-07,One-Time Buyers,Lotta,Amann,lotta.amann.02441@at.kupferkanne.test,+43 7708 90534 296,AT,Upper Austria,Wels,"Wilhelmring 6/3, Wels"
CUST-02442,2023-05-10,Gift Buyers,Franz,Schiller,franz.schiller.02442@at.kupferkanne.test,+43 463 62802 979,AT,Vienna,Vienna,"Weinbergerplatz 398, Vienna"
CUST-02443,2023-05-22,Coffee Regulars,Cetin,Harloff,cetin.harloff.02443@de.kupferkanne.test,+49(0)4941 57921,DE,Berlin,Berlin,"Sylvia-Vogt-Straße 8-9, Berlin"
CUST-02444,2023-05-10,One-Time Buyers,Antje,Carsten,antje.carsten.02444@de.kupferkanne.test,(00687) 00351,DE,North Rhine-Westphalia,Cologne,"Zimmerstraße 6, Cologne"
CUST-02445,2023-05-13,One-Time Buyers,Robby,Ullrich,robby.ullrich.02445@de.kupferkanne.test,(03544) 14919,DE,Bavaria,Nuremberg,"Klaus-Werner-Stahr-Gasse 7, Nuremberg"
CUST-02446,2023-05-29,One-Time Buyers,Linde,Zijlmans,linde.zijlmans.02446@nl.kupferkanne.test,(0935) 034163,NL,South Holland,Rotterdam,"Tijnlaan 34, Rotterdam"
CUST-02447,2023-05-16,One-Time Buyers,Selim,Paffrath,selim.paffrath.02447@de.kupferkanne.test,(07966) 59027,DE,Bavaria,Munich,"Hinrich-Ladeck-Straße 5-3, Munich"
CUST-02448,2023-05-22,Coffee Regulars,Max,Lorreijn,max.lorreijn.02448@nl.kupferkanne.test,+31843-005763,NL,North Brabant,Breda,"Bartweg 9, Breda"
CUST-02449,2023-05-26,Coffee Regulars,Dina,Ditschlerin,dina.ditschlerin.02449@de.kupferkanne.test,+49(0)2518 54810,DE,Berlin,Berlin,"Christin-Butte-Gasse 936, Berlin"
CUST-02450,2023-05-25,One-Time Buyers,Marit,Rose,marit.rose.02450@de.kupferkanne.test,07079 10507,DE,Berlin,Berlin,"Binnergasse 32, Berlin"
CUST-02451,2023-05-28,Coffee Regulars,Sarah,Oderwald,sarah.oderwald.02451@de.kupferkanne.test,09364 189205,DE,North Rhine-Westphalia,Dortmund,"Trubstraße 50-82, Dortmund"
CUST-02452,2023-05-14,Gift Buyers,Eleonore,Weitzel,eleonore.weitzel.02452@de.kupferkanne.test,(00665) 63378,DE,Berlin,Berlin,"Kambsallee 15, Berlin"
CUST-02453,2023-05-27,New Arrivals,Tomasz,Smoter,tomasz.smoter.02453@pl.kupferkanne.test,22 603 90 44,PL,Masovian,Radom,"Częstochowska 18, Radom"
CUST-02454,2023-05-11,Coffee Regulars,Thilo,Finke,thilo.finke.02454@de.kupferkanne.test,+49(0)7818 928466,DE,Berlin,Berlin,"Davidsring 89, Berlin"
CUST-02455,2023-05-18,Coffee Regulars,Annelie,Kühnert,annelie.kuhnert.02455@de.kupferkanne.test,07155 87318,DE,Bavaria,Nuremberg,"Traute-Gude-Straße 5/5, Nuremberg"
CUST-02456,2023-05-07,Gift Buyers,Niek,Hulshouts,niek.hulshouts.02456@nl.kupferkanne.test,(0829)-029290,NL,North Brabant,Eindhoven,"Sannelaan 7, Eindhoven"
CUST-02457,2023-05-13,Occasional Explorers,Falko,Bohlander,falko.bohlander.02457@de.kupferkanne.test,+49 (0) 7783 044424,DE,Bavaria,Nuremberg,"Lindnerweg 9144, Nuremberg"
CUST-02458,2023-05-27,Coffee Regulars,Hans-Heinrich,Sölzer,hans.heinrich.solzer.02458@de.kupferkanne.test,(00541) 820281,DE,Bavaria,Nuremberg,"Bohnbachweg 6-8, Nuremberg"
CUST-02459,2023-05-12,Power Buyers,Carl,Binder,carl.binder.02459@at.kupferkanne.test,+43 (0) 2147 30648212,AT,Upper Austria,Linz,"Paul-Brugger-Gasse 960, Linz"
CUST-02460,2023-05-03,Gift Buyers,Emine,Putz,emine.putz.02460@de.kupferkanne.test,08743 49985,DE,North Rhine-Westphalia,Dusseldorf,"Spießstraße 8567, Dusseldorf"
CUST-02461,2023-05-14,One-Time Buyers,Reinhold,Schmiedt,reinhold.schmiedt.02461@de.kupferkanne.test,05710 16447,DE,Bavaria,Nuremberg,"Schönlandweg 7864, Nuremberg"
CUST-02462,2023-05-23,Gift Buyers,Boris,Sørensen,boris.srensen.02462@dk.kupferkanne.test,41125072,DK,Southern Denmark,Kolding,"Hamletsvej 38, Kolding"
CUST-02463,2023-05-25,Gift Buyers,Jeanette,Kranz,jeanette.kranz.02463@de.kupferkanne.test,+49 (0) 6387 632330,DE,North Rhine-Westphalia,Dusseldorf,"Kemal-Henck-Weg 53-69, Dusseldorf"
CUST-02464,2023-05-22,Premium Enthusiasts,Apolonia,Hałat,apolonia.haat.02464@pl.kupferkanne.test,22 722 53 56,PL,Lower Silesian,Wroclaw,"Powstańców 051, Wroclaw"
CUST-02465,2023-05-06,One-Time Buyers,Ayden,Keltenie,ayden.keltenie.02465@nl.kupferkanne.test,088-5936541,NL,North Brabant,Breda,"Bjornboulevard 8, Breda"
CUST-02466,2023-06-05,One-Time Buyers,Leona,Schlögl,leona.schlogl.02466@at.kupferkanne.test,04752 08792 634,AT,Upper Austria,Wels,"Schrempfring 4, Wels"
CUST-02467,2023-06-09,Coffee Regulars,Oskar,John,oskar.john.02467@pl.kupferkanne.test,22 760 45 80,PL,Lesser Poland,Tarnow,"Reja 35/07, Tarnow"
CUST-02468,2023-06-06,Churned Loyals,Sandro,Knappe,sandro.knappe.02468@de.kupferkanne.test,+49(0) 909132648,DE,Berlin,Berlin,"Bohnbachring 43, Berlin"
CUST-02469,2023-06-09,Premium Enthusiasts,Antonella,Schmidt,antonella.schmidt.02469@at.kupferkanne.test,02508 86432 806,AT,Upper Austria,Wels,"Pehamplatz 6, Wels"
CUST-02470,2023-06-10,Occasional Explorers,Liwia,Kuśmider,liwia.kusmider.02470@pl.kupferkanne.test,+48 531 055 968,PL,Lesser Poland,Tarnow,"Majowa 01, Tarnow"
CUST-02471,2023-06-08,Power Buyers,Henrik,Rath,henrik.rath.02471@at.kupferkanne.test,+43 (0) 5414 22817765,AT,Vienna,Vienna,"Neugebauergasse 760, Vienna"
CUST-02472,2023-06-01,Coffee Regulars,Yusuf,Scholten,yusuf.scholten.02472@nl.kupferkanne.test,069-3858953,NL,South Holland,The Hague,"Lucasstraat 791, The Hague"
CUST-02473,2023-06-20,Premium Enthusiasts,Mahmoud,Oestrovsky,mahmoud.oestrovsky.02473@de.kupferkanne.test,+49(0)3328750771,DE,North Rhine-Westphalia,Dusseldorf,"van der Dussenallee 881, Dusseldorf"
CUST-02474,2023-06-24,Power Buyers,Ingmar,Boucsein,ingmar.boucsein.02474@de.kupferkanne.test,(01199) 97270,DE,North Rhine-Westphalia,Dortmund,"Marzena-Ritter-Ring 2926, Dortmund"
CUST-02475,2023-06-01,Occasional Explorers,Filiz,Radisch,filiz.radisch.02475@de.kupferkanne.test,03575 13531,DE,Bavaria,Augsburg,"Kriemhild-Hornig-Ring 6272, Augsburg"
CUST-02476,2023-06-26,Coffee Regulars,Deborah,Etzler,deborah.etzler.02476@de.kupferkanne.test,01140 27496,DE,Berlin,Berlin,"Wanda-Ortmann-Straße 66, Berlin"
CUST-02477,2023-06-21,Coffee Regulars,Antoni,Wojsław,antoni.wojsaw.02477@pl.kupferkanne.test,+48 799 261 656,PL,Lower Silesian,Legnica,"Zamkowa 857, Legnica"
CUST-02478,2023-06-30,Coffee Regulars,Stig,Karlsson,stig.karlsson.02478@se.kupferkanne.test,+46 (0)316 960 99,SE,Stockholm County,Sodertalje,"Kyrkovägen 283, Sodertalje"
CUST-02479,2023-06-06,Coffee Regulars,Denis,Doyle,denis.doyle.02479@uk.kupferkanne.test,(0909) 879 0657,UK,England,Bristol,"White Green 43, Bristol"
CUST-02480,2023-06-22,One-Time Buyers,Anne,Louis,anne.louis.02480@be.kupferkanne.test,+1-333-805-2792x02193,BE,Brussels-Capital,Brussels,"Wattiez Streets 1562, Brussels"
CUST-02481,2023-06-17,One-Time Buyers,Jay,Adriaense,jay.adriaense.02481@nl.kupferkanne.test,(038)-9054239,NL,South Holland,Rotterdam,"Emmaweg 5, Rotterdam"
CUST-02482,2023-06-20,Gift Buyers,Berit,Söding,berit.soding.02482@de.kupferkanne.test,09614 91623,DE,Bavaria,Nuremberg,"Ingolf-Ehlert-Allee 1-1, Nuremberg"
CUST-02483,2023-06-23,Gift Buyers,Bernhardine,Beckmann,bernhardine.beckmann.02483@de.kupferkanne.test,+49(0)0420 93332,DE,Berlin,Berlin,"Haasegasse 3-4, Berlin"
CUST-02484,2023-06-25,Premium Enthusiasts,Catherine,Zimmer,catherine.zimmer.02484@de.kupferkanne.test,+49(0) 373667294,DE,Berlin,Berlin,"Heidrichring 97/13, Berlin"
CUST-02485,2023-06-12,Occasional Explorers,Ada,Ziajka,ada.ziajka.02485@pl.kupferkanne.test,32 662 37 87,PL,Masovian,Warsaw,"Lelewela 12/95, Warsaw"
CUST-02486,2023-06-14,Occasional Explorers,Marika,Ligas,marika.ligas.02486@pl.kupferkanne.test,578 296 706,PL,Masovian,Warsaw,"Spacerowa 676, Warsaw"
CUST-02487,2023-06-18,Coffee Regulars,Cengiz,Boucsein,cengiz.boucsein.02487@de.kupferkanne.test,+49(0) 638947738,DE,North Rhine-Westphalia,Dusseldorf,"Naserring 2/9, Dusseldorf"
CUST-02488,2023-06-24,Premium Enthusiasts,Denise,Wallace,denise.wallace.02488@uk.kupferkanne.test,028 9018458,UK,Wales,Cardiff,"Dixon Groves 246, Cardiff"
CUST-02489,2023-06-04,Premium Enthusiasts,Erdmute,Thanel,erdmute.thanel.02489@de.kupferkanne.test,+49 (0) 5949 540982,DE,North Rhine-Westphalia,Dusseldorf,"Susana-Gute-Platz 1446, Dusseldorf"
CUST-02490,2023-06-28,Occasional Explorers,Bas,Huijs,bas.huijs.02490@nl.kupferkanne.test,+3168 6064102,NL,North Brabant,Breda,"Valeriehof 463, Breda"
CUST-02491,2023-06-01,Gift Buyers,Jean-Luc,Closset,jean.luc.closset.02491@be.kupferkanne.test,846-443-0944x538,BE,Flanders,Antwerp,"Jacques Mill 6549, Antwerp"
CUST-02492,2023-06-17,Coffee Regulars,Lia,Scholtz,lia.scholtz.02492@de.kupferkanne.test,(05131) 59130,DE,North Rhine-Westphalia,Dortmund,"Heinzstraße 0, Dortmund"
CUST-02493,2023-06-27,Coffee Regulars,Yves,Geiger,yves.geiger.02493@ch.kupferkanne.test,041 447 09 65,CH,Bern,Bern,"Scheideggerstrasse 637, Bern"
CUST-02494,2023-06-09,Gift Buyers,Salih,Holsten,salih.holsten.02494@de.kupferkanne.test,+49(0)4284 81429,DE,Bavaria,Augsburg,"Tlustekweg 5658, Augsburg"
CUST-02495,2023-06-10,Churned Loyals,Annita,Hübel,annita.hubel.02495@de.kupferkanne.test,+49(0)9297 818500,DE,Bavaria,Augsburg,"Emilia-Trapp-Platz 3418, Augsburg"
CUST-02496,2023-06-18,Power Buyers,Bianca,Neuhauser,bianca.neuhauser.02496@at.kupferkanne.test,+43 (0) 2523 63901841,AT,Upper Austria,Wels,"Pflegerstraße 4, Wels"
CUST-02497,2023-06-28,Coffee Regulars,Nikola,Fiebig,nikola.fiebig.02497@de.kupferkanne.test,04989 19775,DE,Bavaria,Munich,"Pohlring 91-43, Munich"
